domain,input_domain,source,predicted_b2b,predicted_saas,last_b2b2_saas_refresh_timestamp,b2b_saas_version,predicted_hardware_component,predicted_annual,predicted_annual_reason,last_monthly_payments_refresh_timestamp,monthly_payments_version,last_prediction_list_name,linkedin_about_us,city,company_type,linkedin_employee_count_dynamic,linkedin_employee_count_static,scraped_linkedin_financing_last_round_date,scraped_linkedin_financing_last_round_raised,scraped_linkedin_financing_last_round_type,scraped_linkedin_financing_main_investor,scraped_linkedin_financing_rounds,scraped_linkedin_founded_year,scraped_linkedin_headline,scraped_linkedin_industry,scraped_linkedin_followers,scraped_linkedin_company_name,last_linkedin_refresh_timestamp,scraped_country,scraped_state,scraped_linkedin_id,scraped_linkedin_locations,scraped_linkedin_main_location,ocean_company_name,ocean_legal_name,ocean_country,ocean_employee_count,ocean_founded_year,ocean_description,ocean_web_traffic_bounced_rate,ocean_web_traffic_pages_per_visit,ocean_web_traffic_views,ocean_web_traffic_visits_count,ocean_linkedin_url,ocean_website,ocean_industries,last_ocean_refresh_timestamp,_synced,company_name,employee_count,linkedin_stub,linkedin_order,founded_year,industry,sub_industry,linkedin,last_funding_date,name_order,country
vellum.team,vellum.team,clientdb,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Vellum is a developer platform for building production-worthy applications on LLMs like OpenAI’s GPT-4 or Anthropic’s Claude. Use Vellum to save hours on prompt engineering, iterate on prompts in production confidently, and continuously fine-tune for even better results.\n",New York,Privately Held,25,11-50,,,,,,2023,The developer platform for building LLM applications,Software Development,,Vellum,2025-01-10 17:15:26.420545 UTC,US,,91608491,"[""Madison Avenue, New York, US""]","Madison Avenue, New York, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Vellum,25,,,2023,Software Development,,https://linkedin.com/company/91608491,,1,United States
empath.net,empath.net,hubspot,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Empath provides organizations with a highly accurate company-wide skills inventory that enables companies to make better people decisions, empowers employees to best manage their careers, and creates a merit-based and equitable workplace for all. \n\n\n",Washington,Privately Held,,11-50,,,,,,2020,Skills Intelligence,Software Development,2304,Empath,2025-01-10 17:15:26.420545 UTC,US,DC,53540221,"[""Washington, DC, US""]","Washington, DC, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Empath,,,,2020,Software Development,,https://linkedin.com/company/53540221,,1,United States
patientsync.com,patientsync.com,hubspot,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Calls won't stop. Answer with care.\n\nPatientSync empowers your agents with a complete, healthcare-focused solution for next-generation contact centers. Built on Amazon Connect—customized and extended for specialty-specific needs—PatientSync is backed by more than 20 years of healthcare technology expertise for superior patient experiences.\n",Cincinnati,Privately Held,14,11-50,,,,,,,Answer With Care,Software Development,256,PatientSync,2025-01-10 17:15:26.420545 UTC,US,Ohio,68059754,"[""6871 Steger Dr, Suite 200, Cincinnati, Ohio 45237, US""]","6871 Steger Dr, Suite 200, Cincinnati, Ohio 45237, US",PatientSync,,United States,13,,"Calls won't stop. Answer with care.

PatientSync empowers your agents with a complete, healthcare-focused solution for next-generation contact centers. Built on Amazon Connect—customized and extended for specialty-specific needs—PatientSync is backed by more than 20 years of healthcare technology expertise for superior patient experiences.",,,,,https://www.linkedin.com/company/patientsync,https://www.patientsync.com/,"[{""name"":""Health Care"",""score"":1.0},{""name"":""mHealth"",""score"":0.9999999},{""name"":""Electronic Health Record (EHR)"",""score"":0.99734914},{""name"":""Software"",""score"":0.9918176},{""name"":""Medical"",""score"":0.91281253}]",2024-11-30 03:34:07.185467 UTC,2025-01-13 05:07:17.747740 UTC,PatientSync,14,patientsync,1,,Software Development,mHealth,https://www.linkedin.com/company/patientsync,,1,United States
documentagility.com,documentagility.com,latka,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Document Agility was founded in 2012 by a team of industry thought leaders and entrepreneurs with decades of combined experience in cloud-based digital transformation. Their deep expertise in complex document processes led to the creation of a first-of-its-kind platform designed to accelerate digital transformation for document-driven organizations.\n\nDocument Agility’s unique solutions are currently in use across the globe, by companies of all types and sizes – from small and mid-sized businesses to Fortune 100 corporations, spanning finance, insurance, energy, legal, and other document-intensive industries.  Our clients have used the powerful platform to generate more than a million mission-critical documents.\n\n\n",Lake Mary,Privately Held,,2-10,,,,,,2012,Digital innovation for complex document creation.,Software Development,143,"Document Agility, Inc.",2025-01-10 17:15:26.420545 UTC,US,Florida,3294169,"[""3300 W. Lake Mary Blvd., Suite 200, Lake Mary, Florida 32771, US""]","3300 W. Lake Mary Blvd., Suite 200, Lake Mary, Florida 32771, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,"Document Agility, Inc.",,,,2012,Software Development,,https://linkedin.com/company/3294169,,1,United States
cloudlinux.com,cloudlinux.com,externally_provided,true,true,2025-01-10 17:01:34.171230 UTC,1,false,False,"The pricing page offers monthly pricing options for different server plans, indicating that there are non-annual billing options available.",2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              CloudLinux is the only commercially supported operating system (OS) optimized for hosting service providers who manage a significant level of shared hosting accounts and for datacenters who sell servers to enterprise and SMB customers. \n\nUsing technology that delivers increased server stability and higher density, CloudLinux delivers advanced resource management, better security and performance optimizations specifically targeted to a multi-tenant hosting environment.\n",Palo Alto,Privately Held,,51-200,,,,,,2009,,Software Development,31269,CloudLinux,2025-01-10 17:15:26.420545 UTC,US,California,632769,"[""2318 Louis Rd, Suite B, STE 107-378, Palo Alto, California 94303-3635, US"",""none, Kiev, 83015, UA""]","2318 Louis Rd, Suite B, STE 107-378, Palo Alto, California 94303-3635, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,CloudLinux,,,,2009,Software Development,,https://linkedin.com/company/632769,,1,United States
shiperp.com,erp-is.com,externally_provided,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              ERP is an IT and management consulting company serving clients in both public and private sectors. We provide business and technology strategy, education, systems design, architecture, technology innovation, applications implementation, systems integration and management services.\n\nOur core focus is delivering professional consultancy services across all stages of the enterprise business and information management systems implementation lifecycle and delivering institutional capacity building projects in the public sector in the public finance, revenue collection, social and health services areas.\nERP opened its offices in response to a clear market need for an impartial, independent and experienced business management systems solution provider.  Since opening its first Baltic office in 2002, ERP has expanded to deliver projects in all of the Baltic States and has opened offices in Ukraine, Kazakhstan and Latvia. Through our own offices and partners, our geographic reach currently covers all of Europe, Western and Central Asia.\n",Vilnius,Privately Held,680,51-200,,,,,,,,IT Services and IT Consulting,14731,ERP,2025-01-10 17:15:26.420545 UTC,LT,LH,23129,"[""Konstitucijos ave. 7, Vilnius, LH LT-09308, LT""]","Konstitucijos ave. 7, Vilnius, LH LT-09308, LT",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,ERP,680,,,,IT Services and IT Consulting,,https://linkedin.com/company/23129,,1,Lithuania
hhstechgroup.com,hhstechgroup.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              HHS Technology Group is a software and solutions company serving the needs of government agencies and public programs. HHS Technology Group delivers purpose-built, modular software products, solutions, and integration services for modernization and operation of systems across a wide spectrum of health and human services programs including Medicaid, Medicare, Child Welfare, SNAP, TANF, and many more. Our products and solutions are designed and focused to support Financial Management, Provider Management, Case Management, Integrated Eligibility and Enrollment Management, and Systems Integration.\n",Fort Lauderdale,Privately Held,87,51-200,,,,,,,PURPOSE-BUILT SOFTWARE SOLUTIONS Serving the needs of commercial enterprises and government agencies,IT Services and IT Consulting,6109,HHS Technology Group,2025-01-10 17:15:26.420545 UTC,US,FL,11239475,"[""6600 North Andrews Ave, Suite 570, Fort Lauderdale, FL 33309, US"",""2151 River Plaza Drive, Suite 304, Sacramento, CA 95833, US"",""1320 Creek Trail Drive, Suite B, Jefferson City, MO 65109, US"",""7 West 6th Avenue, Suite 607, Helena, MT 59601, US""]","6600 North Andrews Ave, Suite 570, Fort Lauderdale, FL 33309, US",HHS Technology Group,,United States,67,,"HHS Technology Group is a software and solutions company serving the needs of government agencies and public programs. HHS Technology Group delivers purpose-built, modular software products, solutions, and integration services for modernization and operation of systems across a wide spectrum of health and human services programs including Medicaid, Medicare, Child Welfare, SNAP, TANF, and many more. Our products and solutions are designed and focused to support Financial Management, Provider Management, Case Management, Integrated Eligibility and Enrollment Management, and Systems Integration.",,,,,https://www.linkedin.com/company/hhs-technology-group,https://hhstechgroup.com/,"[{""name"":""Health Care"",""score"":1.0},{""name"":""Information Technology"",""score"":0.9999758},{""name"":""Software"",""score"":0.9578298},{""name"":""Electronic Health Record (EHR)"",""score"":0.86046076}]",2024-12-19 21:41:58.863296 UTC,2025-01-13 05:07:17.747740 UTC,HHS Technology Group,87,hhs-technology-group,1,,IT Services and IT Consulting,Information Technology,https://www.linkedin.com/company/hhs-technology-group,,1,United States
reachphone.co,reachphone.co,scraper,true,true,2025-01-10 17:01:34.171230 UTC,1,false,False,"The company offers both monthly and annual billing options, indicating that they do not exclusively offer annual pricing.",2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              We provide professionals, entrepreneurs, and small businesses a business number on the personal device.  We add a second line for those who want to separate work from personal.\n\n💼  Look more professional to clients\n⏱  Turn work off when you want\n☎️  Know it's business when someone is calling\n\n",Austin,Partnership,,2-10,,,,,,2018,Add North American business numbers to you and your team's existing devices in minutes.,IT Services and IT Consulting,46,Reach Business Phone,2025-01-10 17:15:26.420545 UTC,US,TX,35541430,"[""Austin, TX 78702, US""]","Austin, TX 78702, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Reach Business Phone,,,,2018,IT Services and IT Consulting,,https://linkedin.com/company/35541430,,1,United States
triton.one,triton.one,crunchbase,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Triton provides RPC Pool and Guardian infrastructure services for Solana and other blockchain projects.\n\nGeographically distributed\nWe provide low-latency access with servers in US, EU and Asia Pacific. We route your users' requests to the closest servers for best user experience.\n\nScalable\nWe run a large scale Solana RPC deployment with 100 nodes across public and private pools. We know how to serve any size need and can help you with both temporary scaling needs as well as permanent capacity.\n",Isle of Man,Privately Held,,11-50,,,,,,2021,Triton One provides RPC Pool and Guardian infrastructure services for Solana and other blockchain projects.,IT Services and IT Consulting,,Triton One Limited,2025-01-10 17:15:26.420545 UTC,IM,,79876531,"[""Isle of Man, IM""]","Isle of Man, IM",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Triton One Limited,,,,2021,IT Services and IT Consulting,,https://linkedin.com/company/79876531,,1,Isle of Man
hushmail.com,hushmail.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,False,"The company offers multiple payment options including monthly, annual, and biannual plans, indicating that they do not exclusively offer annual pricing.",2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Founded in 1998, Hushmail is a well-established and profitable company headquartered in British Columbia, Canada. Our offerings have evolved over the past 17 years to include a wide range of secure email solutions, serving tens of thousands of customers in industries such as healthcare, finance, defense and law. We believe communication should be kept private, and we offer a way for individuals and organizations to support their regulatory compliance and to do it easily and affordably. \n\nWith easy-to-use webmail and an iPhone app, there's no complicated installation process. Just sign up and start sending securely. Our Healthcare plans come configured for HIPAA compliance and include the required BAA, an archive account and secure forms.\n\n\n",Vancouver,Privately Held,250,11-50,,,,,,1999,"Supporting secure, confidential communications. Hushmail is an encrypted email, web forms and e-signature service.",IT Services and IT Consulting,3823,Hushmail,2025-01-10 17:15:26.420545 UTC,CA,BC,2685973,"[""580 Hornby St, Vancouver, BC V6E 4A6, CA""]","580 Hornby St, Vancouver, BC V6E 4A6, CA",Hushmail,,Canada,295,1999,"Founded in 1998, Hushmail is a well-established and profitable company headquartered in British Columbia, Canada. Our offerings have evolved over the past 17 years to include a wide range of secure email solutions, serving tens of thousands of customers in industries such as healthcare, finance, defense and law. We believe communication should be kept private, and we offer a way for individuals and organizations to support their regulatory compliance and to do it easily and affordably. 

With easy-to-use webmail and an iPhone app, there's no complicated installation process. Just sign up and start sending securely. Our Healthcare plans come configured for HIPAA compliance and include the required BAA, an archive account and secure forms.",22.18,6.01,18030000,3000000,https://www.linkedin.com/company/hushmail,https://www.hushmail.com/,"[{""name"":""Email"",""score"":0.9999998},{""name"":""Privacy"",""score"":0.969062},{""name"":""Messaging"",""score"":0.6979618},{""name"":""Cyber Security"",""score"":0.36667386}]",2024-11-30 01:34:09.152297 UTC,2025-01-13 05:07:17.747740 UTC,Hushmail,250,hushmail,1,1999,IT Services and IT Consulting,Privacy,https://www.linkedin.com/company/hushmail,,1,Canada
trbo.com,trbo.com,latka,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              trbo is the leading technology provider for dynamic onsite personalization, optimization and testing. trbo’s AI-driven onsite personalization platform allows users to customize website content, A/B and multivariant test, and serve recommendations down to the individual level using machine learning. trbo’s self-learning algorithm analyzes user behavior based on 50+ visitor characteristics, creating highly personalized, unforgettable website experiences for their customers. Incredibly agile and easy to use, trbo’s toolset allows users to make changes in real time and serve their customers’ needs right away. \n\nMajor retailers, publishers, and manufacturers across all industries such as L'Oreal, WeightWatchers, Eddie Bauer, Faber-Castell, Zwilling, Ströer, and many more rely on trbo’s comprehensive services.\n\nFor the third year in a row, trbo was announced one of the 50 fastest growing German technology companies by Deloitte in 2021.\n\nFor customers & interested parties: www.trbo.com/ \nFor job applicants: www.trbo.com/careers/ \nData privacy: www.trbo.com/privacy-policy/\n",München,Privately Held,77,51-200,,,,,,2013,Address customers individually and personally in real time with trbo's onsite personalization platform!,IT Services and IT Consulting,1528,trbo,2025-01-10 17:15:26.420545 UTC,DE,Bayern,3561444,"[""Leopoldstraße 41, München, Bayern 80802, DE"",""3250 NE 1st Ave, Suite 305, Miami, Florida 33137, US""]","Leopoldstraße 41, München, Bayern 80802, DE",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,trbo,77,,,2013,IT Services and IT Consulting,,https://linkedin.com/company/3561444,,1,Germany
apperio.com,apperio.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,"The pricing information is not provided on the page, and it suggests contacting sales for more details.",2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,\n              Legal spend with no surprises\n\nThe legal spend analytics and matter management platform that helps in-house legal teams stay in control of their spend and build trust with external counsel.\n,London,Privately Held,,11-50,,,,,,2012,Enabling in-house legal teams and their law firms to effortlessly track and analyse their legal spend.,IT Services and IT Consulting,3621,Apperio,2025-01-10 17:15:26.420545 UTC,GB,England,3244139,"[""138-142 Holborn, 3 Waterhouse Square, London, England EC1N 2SW, GB""]","138-142 Holborn, 3 Waterhouse Square, London, England EC1N 2SW, GB",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Apperio,,,,2012,IT Services and IT Consulting,,https://linkedin.com/company/3244139,,1,United Kingdom
goqwickly.com,goqwickly.com,hubspot,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Qwickly, Inc. founded in 2013 by John DiGennaro and Matt Hadgis, is an educational software company specializing in fully integrated enhancements to learning management systems and other teaching & learning systems. Based in Cleveland, Ohio, Qwickly creates user-centric software solutions for higher education, K12, and other institutions around the world. With a consultative approach & concerted effort to use feedback in order to identify common problems and create real solutions, our mission remains steadfast: Qwickly products complete important tasks with maximum efficiency to increase productivity throughout the educational environment.\n\nQwickly's various software solutions focus on improving the user experience so that instructors, students, and administrators can remain focused on what is most important: teaching and learning. With an ever-increasing interest in development of new learning technologies, the intention of those technologies can become lost. Qwickly ensures teaching and learning remain at the forefront.\n\nQwickly Inc. is a licensed developer for Blackboard, Canvas, D2L, Apple, Google, Microsoft, Dropbox, and Box. \n\nVisit www.goqwickly.com for information about our specific products. \n\n",Cleveland,Privately Held,13,11-50,,,,,,2013,The intention of all Qwickly products is to ensure the focus remains on teaching and learning.,IT Services and IT Consulting,401,Qwickly,2025-01-10 17:15:26.420545 UTC,US,Ohio,3148010,"[""2019 Center St, Cleveland, Ohio 44113, US""]","2019 Center St, Cleveland, Ohio 44113, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Qwickly,13,,,2013,IT Services and IT Consulting,,https://linkedin.com/company/3148010,,1,United States
neweratech.com,neweratech.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,true,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              New Era Technology is a global managed technology service provider. New Era serves as a trusted adviser to more than 20,000+ customers worldwide. Customers rely on New Era’s seamless blend of solutions that securely connect people, places, and information in a rapidly changing digital world. New Era has offices in the Americas, EMEA, and APAC. \n\nNew Era provides solutions and services to diverse industries including Global Enterprise, Banking & Finance, Smart Buildings & IoT, Healthcare, Education, and Government.\n\nSolutions and Services:\n•\tCollaboration & Unified Communications\n•\tData Networking\n•\tDigital Transformation\n•\tSecureBlu Security Services\n•\tCloudBlu Cloud Services\n•\tPhysical Security & Life Safety\n•\tManaged Services\n•\tProfessional Services\n",New York,Privately Held,,"1,001-5,000",,,,,,,,IT Services and IT Consulting,59815,New Era Technology,2025-01-10 17:15:26.420545 UTC,US,NY,524282,"[""New York, NY 10019, US"",""2 Bedford Farms Dr, Bedford, New Hampshire 03110, US"",""208 Carter Dr, West Chester, Pennsylvania 19382, US"",""11 Melanie Ln #9, East Hanover, New Jersey 07936, US"",""8940 Vincennes Circle, Indianapolis, Indiana 46268, US"",""East 80 Route 4, 400, Paramus, New Jersey 07652, US"",""7 Progress Dr, Cromwell, Connecticut 06416, US"",""3209 Union Pike, Richmond, Indiana 47374, US"",""70 Shawmut Rd, Canton, Massachusetts 02021, US"",""11 Melanie Ln, #9, Wayne, New Jersey 07470, US"",""120 S LaSalle St, Chicago, Illinois 60603, US"",""3116 Express Dr S, Islandia, New York 11749, US"",""3100 Express Dr S, Islandia, New York 11749, US"",""1771 Indian Wood Circle, Maumee, Ohio 43537, US"",""PO Box 1397, Mechanicsburg, PA 17055, US"",""57 Green St, Portsmouth, New Hampshire 03801, US"",""2950 Express Dr S, Islandia, New York 11788, US"",""5599 San Felipe Rd, Houston, Texas 77056, US"",""700 Brooker Creek Blvd, Oldsmar, Florida 34677, US"",""Bulevardul 21 Decembrie 1989, Cluj-Napoca, Cluj, RO"",""2 Cornwallis St, Suite 111, Eveleigh, New South Wales 2015, AU"",""530 Collins Street, Level 3 Podium, Melbourne, Victoria 3000, AU"",""51 Rawson St, Suite 402, Level 4, Epping, NSW 2121, AU"",""5929 Baker Rd, Suite 475, Minnetonka, Minnesota 55345, US"",""5525 Eglinton Ave W, Unit 128, Mississauga, Ontario M9C 5K5, CA"",""444-452 Des Voeux Rd W, Unit A, 2/F, Sai Wan, Hong Kong, HK""]","New York, NY 10019, US",New Era Technology,New Era Technology Ltd,United States,3208,1994,"New Era Technology is a global managed technology service provider. New Era serves as a trusted adviser to more than 20,000+ customers worldwide. Customers rely on New Era’s seamless blend of solutions that securely connect people, places, and information in a rapidly changing digital world. New Era has offices in the Americas, EMEA, and APAC. 

New Era provides solutions and services to diverse industries including Global Enterprise, Banking & Finance, Smart Buildings & IoT, Healthcare, Education, and Government.

Solutions and Services:
•	Collaboration & Unified Communications
•	Data Networking
•	Digital Transformation
•	SecureBlu Security Services
•	CloudBlu Cloud Services
•	Physical Security & Life Safety
•	Managed Services
•	Professional Services",45.83,3.44,140352,40800,https://www.linkedin.com/company/new-era-technology-us,https://www.neweratech.com/us/,"[{""name"":""Information Technology"",""score"":1.0},{""name"":""Information Services"",""score"":0.99999213},{""name"":""Consulting"",""score"":0.85901177}]",2025-01-10 20:35:57.634943 UTC,2025-01-13 05:07:17.747740 UTC,New Era Technology,3208,new-era-technology-us,1,1994,IT Services and IT Consulting,Information Services,https://www.linkedin.com/company/new-era-technology-us,,1,United States
mhance.com,m-hance.com,harmonic,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              A little bit about us:\n\nmhance is Microsoft’s Global Nonprofit Partner of The Year for 2023 and a recipient of multiple other awards. Our collaborative approach revolves around developing, implementing, and supporting innovative solutions that drive the digital transformation of our commercial and nonprofit clients. By consistently embracing cutting-edge Microsoft technologies and investing tirelessly in our organisation, we have earned the designation of an \""Outstanding\"" workplace, securing a position among the top 25 technology companies in the UK. Dedicated to delivering success, we prioritise customer satisfaction, currently exceeding 98%. At mhance, our commitment extends beyond transactions; we stand by our clients every step of the way. Acknowledging that expertise is diverse, we openly collaborate with like-minded organisations to deliver world-class Microsoft solutions that efficiently and securely accelerate the achievement of impactful outcomes. In our pursuit of inclusivity, adaptability, and continuous improvement, we actively seek honest feedback to contribute to the enhancement of local, national, and global communities.”\n\nIf you’d like to know more, please visit our website at http://www.mhance.com or drop us an email at sayhello@mhance.com\n",Cheadle,Privately Held,143,51-200,,,,,,,"Microsoft Solutions Partner providing D365 solutions based on Azure, CE, CRM, GP and Business Central, plus Office 365.",Information Technology & Services,4804,mhance,2025-01-10 17:15:26.420545 UTC,GB,England,2302724,"[""Sovereign House, Stockport Road, Cheadle, England SK8 2EA, GB"",""Carlisle Business Centre, 51 Bracken Road, Sandyford, Dublin 18 D18 CV48, IE""]","Sovereign House, Stockport Road, Cheadle, England SK8 2EA, GB",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,mhance,143,,,,Information Technology & Services,,https://linkedin.com/company/2302724,,1,United Kingdom
idverse.com,idverse.com,hubspot,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              There are 8 billion people out there. Let them in.\n\nIDVerse helps you quickly scale your business globally. Our fully-automated solution verifies new users in seconds with just their face and smartphone - in over 220 countries and territories with any ID document - without the burden of human intervention.\n\nWe empower true identity for people around the world. Through our Zero Bias AI™ technology, we are pioneering the use of generative AI to train deep neural network systems to protect against discrimination on the basis of race, age and gender. We are the first company to achieve 99.99% accuracy in independent lab testing.\n\nOur advancements in Natural Vision Processing (NVP) are enabling machines to autonomously see and perceive as humans and excel in ways that humans cannot.\n\nIDVerse is trusted by startups, governments, and global enterprises, including HSBC, Vodafone, BMW, Virgin Money, and ANZ, for borderless and inclusive identity verification. Founded in Australia in 2018, OCR Labs Global is a Series B venture-backed company with headquarters in London and offices in North America, Asia and Europe.\n",London,Privately Held,,51-200,,,,,,,,"Technology, Information and Internet",,IDVerse - An OCR Labs Company,2025-01-10 17:15:26.420545 UTC,GB,,18090531,"[""London, GB"",""Sydney, AU"",""Istanbul, TR"",""San Francisco, US""]","London, GB",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,IDVerse - An OCR Labs Company,,,,,"Technology, Information and Internet",,https://linkedin.com/company/18090531,,1,United Kingdom
joinpopp.com,joinpopp.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              At Popp, we understand the challenges talent acquisition teams and RPOs face: the pressure to source top talent quickly, the inefficiencies of manual workflows, and the need to deliver exceptional candidate experiences while meeting rising demands. \n\nOur AI-powered platform streamlines workflows, automating time-consuming tasks like sourcing, screening, and scheduling. This empowers teams to focus on what matters most—building relationships and driving strategic hiring decisions.\n\nWith Popp, you can:\n(1) Attract Quality Candidates Faster: Eliminate inefficiencies in sourcing and outreach.\n(2) Enhance Recruiter Productivity: Simplify complex workflows and reduce manual effort.\n(3) Deliver Outstanding Candidate Experiences: Personalize every touchpoint with speed and precision.\n\nGuided by the principles of responsible AI, we prioritise fairness, transparency, and trust. We don’t just help you hire smarter—we empower your teams to achieve more while creating human-centric hiring processes that reflects your organisation’s values.\n\nAt Popp, we bring technology and human expertise together to transform how you recruit in today’s fast-paced, competitive landscape. For more information visit www.joinpopp.com.\n",London,Privately Held,,11-50,,,,,,2023,Your digital resourcer for hiring at scale.,"Technology, Information and Internet",2079,Popp,2025-01-10 17:15:26.420545 UTC,GB,England,98398006,"[""71-75 Shelton Street, London, England, GB""]","71-75 Shelton Street, London, England, GB",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Popp,,,,2023,"Technology, Information and Internet",,https://linkedin.com/company/98398006,,1,United Kingdom
socialsnowball.io,socialsnowball.io,scraper,true,true,2025-01-10 17:01:34.171230 UTC,1,false,False,"The company offers a monthly pricing option ($199/month) along with a percentage of affiliate revenue, indicating that they do not exclusively offer annual pricing.",2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Social Snowball is the word-of-mouth marketing platform for ecommerce. Our modern and automated affiliate & referral programs drive millions in revenue for over 2,000 leading brands such as Solawave, Obvi, and Fanjoy. \n",Miami,Privately Held,,11-50,,,,,,2020,Scale your affiliate revenue with creators & ambassadors.,"Technology, Information and Internet",,Social Snowball ☃️,2025-01-10 17:15:26.420545 UTC,US,,64854218,"[""Miami, US""]","Miami, US",Social Snowball ☃️,,United States,21,2020,"Social Snowball is the word-of-mouth marketing platform for ecommerce. Our modern and automated affiliate & referral programs drive millions in revenue for over 2,000 leading brands such as Solawave, Obvi, and Fanjoy.",32.95,4.29,276704,64500,https://www.linkedin.com/company/social-snowball-app,https://www.socialsnowball.io/,"[{""name"":""Advertising"",""score"":1.0},{""name"":""Marketing"",""score"":1.0},{""name"":""Software"",""score"":0.9999994},{""name"":""Marketing Automation"",""score"":0.99998593},{""name"":""SaaS"",""score"":0.99499315},{""name"":""Affiliate Marketing"",""score"":0.39835805}]",2025-01-11 19:33:00.551513 UTC,2025-01-13 05:07:17.747740 UTC,Social Snowball ☃️,21,social-snowball-app,1,2020,"Technology, Information and Internet",Marketing,https://www.linkedin.com/company/social-snowball-app,,1,United States
